Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time
28,0,244,-3,0.066730022
27,0,244,-3,0.076724052
26,0,244,-3,0.076724052
24,0,241,-2,0.076724052
19,0,235,-3,0.076724052
12,0,229,-3,0.076724052
7,0,217,-3,0.076724052
10,0,203,-3,0.076724052
9,0,189,-4,0.08671999
9,0,172,-3,0.08671999
9,0,164,-3,0.08671999
7,0,149,-2,0.08671999
7,0,140,-3,0.08671999
7,-1,134,-3,0.08671999
7,-1,126,-4,0.08671999
7,0,118,-3,0.096714497
7,0,106,-3,0.096714497
8,0,93,-3,0.096714497
9,-1,84,-3,0.096714497
8,0,70,-3,0.096714497
9,0,61,-3,0.096714497
10,0,50,-4,0.10670805
9,-1,43,-4,0.10670805
8,-1,36,-4,0.10670805
5,0,27,-4,0.10670805
2,0,18,-4,0.10670805
3,-1,11,-4,0.10670805
3,1,6,-3,0.10670805
1,5,6,-3,0.116702557
2,6,8,-3,0.116702557
1,8,12,0,0.116702557
3,11,13,2,0.116702557
5,12,16,5,0.116702557
5,14,16,8,0.116702557
6,14,19,11,0.116702557
6,16,21,14,0.126698494
8,17,22,17,0.126698494
8,17,24,19,0.126698494
8,18,25,22,0.126698494
9,16,27,24,0.126698494
10,15,28,27,0.126698494
9,14,27,30,0.126698494
9,11,27,32,0.136692524
8,9,26,35,0.136692524
7,9,25,40,0.136692524
7,9,25,45,0.136692524
6,8,21,50,0.136692524
6,8,18,55,0.136692524
6,8,14,58,0.136692524
6,9,17,59,0.136692524
5,11,21,60,0.146687508
4,15,20,62,0.146687508
4,18,18,61,0.146687508
3,21,16,61,0.146687508
2,24,12,62,0.146687508
-1,28,7,61,0.146687508
-1,31,5,59,0.156682253
-1,32,2,59,0.156682253
-1,32,2,57,0.156682253
-1,30,1,50,0.156682253
-2,20,0,43,0.156682253
-1,13,1,31,0.156682253
-1,6,1,21,0.156682253
-1,6,1,14,0.166676044
-2,7,0,8,0.166676044
-1,8,1,6,0.166676044
-1,10,1,7,0.166676044
-2,10,0,8,0.166676044
-1,11,0,9,0.166676044
-1,12,0,10,0.166676044
-1,12,1,12,0.17667079
-1,13,1,13,0.17667079
-1,14,0,13,0.17667079
-1,16,0,15,0.17667079
-2,18,1,16,0.17667079
-2,18,0,18,0.17667079
-1,21,0,18,0.17667079
-1,21,1,18,0.18666625
-1,21,0,19,0.18666625
-1,20,0,16,0.18666625
-1,19,0,16,0.18666625
-1,17,0,17,0.18666625
0,15,0,17,0.18666625
-1,13,0,17,0.18666625
-1,14,-1,16,0.196660519
-1,12,0,18,0.196660519
-1,9,-1,13,0.196660519
-2,8,-1,10,0.196660519
-1,6,-1,9,0.196660519
-1,5,-1,9,0.196660519
-1,5,-1,8,0.196660519
-1,4,-1,8,0.206655264
-1,3,-1,6,0.206655264
2,0,6,-2,0.002580166
3,-1,7,-2,0.002580166
4,-1,11,-3,0.002580166
7,0,15,-3,0.012602568
9,1,20,-2,0.012602568
12,-1,26,-2,0.012602568
14,0,33,-2,0.012602568
15,0,40,-3,0.012602568
17,0,47,-2,0.012602568
21,0,57,-2,0.02290535
27,0,66,-2,0.024898767
32,0,75,-2,0.025896788
37,0,83,-2,0.026894569
37,0,90,-2,0.027890921
42,0,97,-3,0.029885769
45,0,101,-3,0.03188014
48,0,104,-3,0.03290391
48,0,106,-2,0.033875465
51,0,110,-2,0.034872055
52,0,114,-2,0.036868095
52,0,117,-3,0.038861752
55,0,119,-2,0.039859772
57,-1,118,-3,0.041854382
58,0,116,-3,0.04285121
60,0,118,-2,0.044846535
63,0,120,-3,0.045843363
65,-1,120,-2,0.047837973
67,0,120,-3,0.048835993
68,0,119,-2,0.050830603
69,1,121,-2,0.051827669
68,0,123,-3,0.053822517
66,0,124,-3,0.054819345
62,0,123,-3,0.055817127
53,0,119,-3,0.057811737
44,0,113,-3,0.05880928
32,0,103,-3,0.060803413
17,0,99,-3,0.061801195
14,0,94,-3,0.063853264
12,0,88,-3,0.063853264
12,0,80,-3,0.063853264
11,0,67,-2,0.063853264
11,0,54,-3,0.063853264
11,0,49,-3,0.063853264
10,0,42,-3,0.063853264
10,0,37,-3,0.063853264
9,0,36,-3,0.073848486
9,0,35,-3,0.073848486
9,0,34,-3,0.073848486
8,0,34,0,0.073848486
7,0,31,0,0.073848486
7,0,30,3,0.073848486
6,0,29,5,0.073848486
6,1,27,8,0.083843231
6,1,24,13,0.083843231
8,4,22,18,0.083843231
9,3,20,20,0.083843231
9,4,18,21,0.083843231
8,4,17,22,0.083843231
8,4,17,22,0.083843231
6,3,16,21,0.093837738
2,2,15,21,0.093837738
2,1,16,23,0.093837738
2,0,17,25,0.093837738
5,0,17,28,0.093837738
6,1,17,34,0.093837738
6,1,17,41,0.093837738
6,1,17,44,0.103832483
5,1,17,49,0.103832483
5,1,18,52,0.103832483
5,2,14,52,0.103832483
5,2,19,54,0.103832483
4,3,18,60,0.103832483
4,3,18,63,0.103832483
3,2,18,67,0.113826275
2,1,16,67,0.113826275
1,2,13,65,0.113826275
1,0,10,64,0.113826275
0,0,7,58,0.113826275
0,1,4,49,0.113826275
-1,1,3,29,0.113826275
-1,1,2,17,0.12382102
-1,1,1,9,0.12382102
0,0,6,-3,0.007107258
0,0,7,-3,0.007107258
1,0,11,-3,0.007107258
4,0,15,-3,0.016898155
6,-1,20,-3,0.016898155
8,0,26,-3,0.016898155
9,0,33,-3,0.016898155
11,-1,39,-3,0.026891708
11,0,47,-2,0.026891708
12,0,54,-3,0.026891708
13,0,62,-3,0.026891708
13,0,69,-3,0.026891708
13,0,78,-4,0.026891708
11,0,87,-3,0.0368855
11,0,97,-3,0.0368855
11,0,106,-3,0.0368855
11,0,113,-3,0.0368855
13,0,121,-2,0.0368855
14,-1,126,-3,0.0368855
14,-1,132,-3,0.0368855
14,0,135,-3,0.0368855
13,0,138,-3,0.046880484
14,0,140,-3,0.046880484
15,0,144,-3,0.046880484
14,0,147,-3,0.046880484
15,0,150,-2,0.046880484
16,0,153,-2,0.046880484
19,0,154,-3,0.056875229
21,0,156,-3,0.056875229
22,0,158,-3,0.056875229
22,-1,159,-3,0.056875229
24,-1,159,-3,0.056875229
25,0,160,-3,0.056875229
28,-1,161,-3,0.056875229
32,-1,162,-3,0.066869259
34,0,162,-3,0.066869259
38,1,161,-3,0.066869259
41,-1,158,-3,0.066869259
45,0,153,-3,0.066869259
49,-1,147,-4,0.066869259
51,0,140,-3,0.066869259
52,0,131,-3,0.076863766
53,-1,118,-3,0.076863766
54,-1,109,-3,0.076863766
53,0,101,-3,0.076863766
53,0,94,-3,0.076863766
52,-1,86,-3,0.076863766
50,0,81,-3,0.076863766
47,0,77,-3,0.086858511
44,-1,72,-3,0.086858511
41,-1,66,-3,0.086858511
37,0,64,-3,0.086858511
30,0,61,-3,0.086858511
21,0,45,-4,0.086858511
2,-1,20,-3,0.086858511
0,-1,10,-4,0.096853256
0,-1,7,-3,0.096853256
1,-1,6,-4,0.096853256
2,-1,6,-3,0.096853256
4,-1,7,-3,0.096853256
4,0,7,-3,0.096853256
5,-1,8,-2,0.096853256
5,-1,11,-2,0.106848717
4,-1,12,-1,0.106848717
3,-1,14,1,0.106848717
3,0,15,2,0.106848717
2,0,15,3,0.106848717
3,0,15,2,0.106848717
2,-1,14,2,0.106848717
1,0,11,1,0.116842985
0,-1,7,-2,0.116842985
4,0,6,-3,0.006718397
7,0,8,-2,0.006718397
9,-1,11,-4,0.006718397
11,0,14,-2,0.016726732
13,0,18,-2,0.016726732
12,0,25,-3,0.016726732
11,0,33,-3,0.016726732
8,-1,44,-3,0.016726732
7,0,52,-3,0.016726732
9,0,60,-3,0.026701212
13,0,68,-3,0.026701212
16,0,76,-3,0.026701212
18,0,83,-3,0.026701212
19,-1,88,-4,0.026701212
20,-1,93,-4,0.026701212
22,0,95,-2,0.026701212
20,0,93,-3,0.036701202
19,-1,93,-3,0.036701202
24,0,95,-3,0.036701202
23,-1,102,-3,0.036701202
17,-1,103,-4,0.036701202
18,0,106,-3,0.036701202
20,0,107,-3,0.046696901
20,0,107,-3,0.046696901
22,0,105,-3,0.046696901
23,-1,103,-3,0.046696901
30,0,102,-3,0.046696901
33,0,98,-3,0.046696901
36,0,95,-3,0.046696901
37,-1,91,-3,0.056661606
39,0,89,-3,0.056661606
40,0,87,-3,0.056661606
41,0,84,-3,0.056661606
40,0,84,-3,0.056661606
39,0,86,-3,0.056661606
39,0,87,-3,0.056661606
40,-1,88,-4,0.0666852
41,0,86,-3,0.0666852
42,0,84,-3,0.0666852
40,-1,81,-3,0.0666852
39,0,79,-3,0.0666852
33,-1,77,-4,0.0666852
29,-1,76,-4,0.0666852
23,0,77,-3,0.076682329
16,-1,75,-4,0.076682329
12,0,73,-3,0.076682329
5,0,69,-3,0.076682329
-1,0,64,-3,0.076682329
-1,-1,55,-3,0.076682329
1,-1,32,-3,0.076682329
2,-1,21,-3,0.086675882
4,-1,16,-3,0.086675882
6,0,15,-4,0.086675882
8,-1,16,-3,0.086675882
11,0,17,-2,0.086675882
12,-1,17,0,0.086675882
15,-1,17,0,0.086675882
17,0,18,1,0.096669436
19,-1,19,0,0.096669436
21,-1,19,0,0.096669436
23,0,21,1,0.096669436
24,-1,24,1,0.096669436
23,0,25,3,0.096669436
21,-1,25,4,0.096669436
18,-1,21,5,0.106635094
4,0,12,6,0.106635094
-1,0,8,8,0.106635094
-1,-1,7,10,0.106635094
-1,-1,7,13,0.106635094
-1,-1,7,14,0.106635094
-2,-1,7,14,0.106635094
-1,0,8,12,0.116658688
1,0,8,13,0.116658688
2,-1,12,15,0.116658688
2,-1,12,16,0.116658688
3,0,13,16,0.116658688
3,0,12,17,0.116658688
3,0,12,17,0.116658688
4,0,11,15,0.126652956
3,0,9,13,0.126652956
3,0,6,12,0.126652956
2,-1,4,11,0.126652956
1,0,2,9,0.126652956
-2,0,6,-3,0.007387877
-2,-1,8,-3,0.007387877
-2,0,10,-3,0.007387877
0,0,12,-3,0.007387877
-1,0,12,-3,0.007387877
-2,0,17,-3,0.017183065
-1,0,18,-2,0.017183065
-1,-1,16,-3,0.017183065
-2,-1,16,-3,0.017183065
-3,0,14,-3,0.017183065
-2,-1,8,-3,0.017183065
-2,-1,6,-4,0.027153015
-1,0,7,-3,0.027153015
-1,-1,8,-4,0.027153015
-1,0,10,-3,0.027153015
-1,-1,12,-4,0.027153015
-1,-1,13,-3,0.027153015
-1,-1,14,-3,0.027153015
-1,-1,15,-3,0.037177801
-1,0,15,-2,0.037177801
-1,0,15,-2,0.037177801
-1,0,15,-2,0.037177801
-1,-1,15,-1,0.037177801
-1,-1,14,0,0.037177801
-2,-1,14,1,0.037177801
-2,-1,13,1,0.047172308
-1,-1,12,2,0.047172308
-1,-1,10,3,0.047172308
-1,-1,8,2,0.047172308
-1,-1,7,1,0.047172308
-1,0,6,1,0.047172308
0,0,6,2,0.047172308
-1,0,6,2,0.057167768
3,-1,6,-3,0.007856369
6,0,12,-3,0.007856369
7,0,18,-3,0.007856369
9,0,25,-3,0.017714739
10,0,31,-3,0.017714739
11,0,38,-3,0.017714739
13,0,44,-2,0.017714739
15,0,51,-3,0.017714739
16,-1,57,-3,0.017714739
18,0,66,-3,0.017714739
18,-1,72,-3,0.027727127
16,0,75,-3,0.027727127
17,0,87,-3,0.027727127
15,0,96,-3,0.027727127
15,0,102,-3,0.027727127
16,0,107,-3,0.027727127
16,0,107,-3,0.027727127
17,0,100,-3,0.037702084
17,0,99,-3,0.037702084
17,-1,100,-3,0.037702084
6,-1,109,-3,0.037702084
-1,0,111,-3,0.037702084
-1,0,112,-3,0.037702084
-1,0,111,-3,0.037702084
3,0,110,-3,0.047696829
5,0,108,-3,0.047696829
6,0,103,-3,0.047696829
8,-1,100,-3,0.047696829
9,-1,98,-3,0.047696829
11,-1,93,-3,0.047696829
10,-1,84,-3,0.047696829
6,-1,71,-3,0.057691574
3,-1,53,-3,0.057691574
-1,-1,43,-3,0.057691574
-1,0,35,-2,0.057691574
0,0,29,0,0.057691574
2,-1,22,1,0.057691574
3,-1,12,2,0.057691574
4,1,10,5,0.067686319
6,2,10,6,0.067686319
8,1,11,8,0.067686319
8,3,12,9,0.067686319
9,3,13,11,0.067686319
10,4,14,11,0.067686319
11,4,14,12,0.067686319
13,3,16,13,0.077680826
13,2,16,13,0.077680826
15,2,15,15,0.077680826
15,2,15,17,0.077680826
16,1,16,22,0.077680826
12,1,15,29,0.077680826
12,1,16,34,0.077680826
12,4,12,37,0.087675571
13,7,9,36,0.087675571
14,9,15,38,0.087675571
16,11,16,40,0.087675571
18,11,16,41,0.087675571
19,11,14,43,0.087675571
19,10,13,43,0.09766984
17,5,9,41,0.09766984
7,1,4,34,0.09766984
-1,0,3,20,0.09766984
-1,0,2,10,0.09766984
-1,0,0,6,0.09766984
-1,0,1,7,0.09766984
-2,0,-1,10,0.09766984
-1,0,0,12,0.107664824
-1,-1,0,13,0.107664824
-1,-1,0,14,0.107664824
-1,1,0,15,0.107664824
-1,0,0,15,0.107664824
-1,-1,0,15,0.107664824
-2,0,0,15,0.107664824
-2,0,0,15,0.117659569
-1,-1,0,13,0.117659569
-2,0,0,11,0.117659569
1,0,6,-3,0.006717682
0,0,6,-2,0.006717682
1,0,8,-3,0.006717682
1,0,9,-2,0.016700506
2,-1,12,-3,0.016700506
3,0,15,-3,0.016700506
4,0,19,-2,0.016700506
6,0,25,-3,0.016700506
7,0,31,-3,0.016700506
8,0,36,-2,0.026658535
8,-1,43,-3,0.026658535
7,0,50,-3,0.026658535
7,0,58,-2,0.026658535
9,0,67,-2,0.026658535
11,0,76,-3,0.026658535
15,0,85,-2,0.026658535
17,0,92,-3,0.036682606
17,0,99,-2,0.036682606
19,0,103,-3,0.036682606
24,0,107,-3,0.036682606
25,0,111,-2,0.036682606
23,-1,114,-3,0.036682606
23,0,118,-3,0.036682606
22,0,121,-3,0.046676159
23,0,124,-3,0.046676159
26,0,127,-2,0.046676159
28,0,132,-3,0.046676159
31,0,133,-3,0.046676159
23,0,132,-3,0.046676159
18,0,134,-3,0.046676159
16,-1,138,-3,0.056670904
15,0,141,-3,0.056670904
15,0,144,-3,0.056670904
18,-1,146,-3,0.056670904
22,0,144,-3,0.056670904
25,0,144,-3,0.056670904
28,0,143,-3,0.056670904
29,-1,140,-3,0.066666365
31,0,137,-3,0.066666365
32,-1,132,-3,0.066666365
31,0,127,-3,0.066666365
30,0,124,-3,0.066666365
28,-1,120,-4,0.066666365
24,0,118,-3,0.066666365
20,0,116,-3,0.076630592
18,-1,112,-3,0.076630592
15,0,108,-3,0.076630592
14,-1,100,-4,0.076630592
12,0,83,-3,0.076630592
7,0,66,-4,0.076630592
5,0,55,-3,0.076630592
5,-1,39,-4,0.08662653
4,0,28,-3,0.08662653
2,-1,24,-2,0.08662653
-2,-1,22,-2,0.08662653
0,0,22,0,0.08662653
2,-1,17,1,0.08662653
3,-1,19,2,0.08662653
3,0,18,1,0.096649885
4,0,18,3,0.096649885
3,0,17,5,0.096649885
2,0,16,7,0.096649885
-1,0,15,9,0.096649885
-1,0,15,11,0.096649885
-2,-1,15,13,0.096649885
-2,0,14,15,0.106644869
-2,0,14,19,0.106644869
-2,0,13,25,0.106644869
-2,0,11,29,0.106644869
-2,0,12,34,0.106644869
-1,-1,13,38,0.106644869
0,0,19,42,0.106644869
-1,1,18,45,0.116639376
-1,0,18,47,0.116639376
-1,0,18,49,0.116639376
-1,1,17,48,0.116639376
-1,1,15,45,0.116639376
-1,1,13,42,0.116639376
-1,0,11,40,0.116639376
-1,0,9,39,0.126605511
-1,1,6,38,0.126605511
-2,1,4,40,0.126605511
-1,0,2,41,0.126605511
-2,1,3,40,0.126605511
-2,1,2,37,0.126605511
-2,1,2,37,0.126605511
-1,1,1,36,0.126605511
-1,0,2,33,0.136629105
-1,1,2,33,0.136629105
-2,2,2,33,0.136629105
-2,1,1,32,0.136629105
-1,1,1,30,0.136629105
-1,1,1,25,0.136629105
-1,1,2,23,0.146621466
-1,1,1,20,0.146621466
-2,2,1,16,0.146621466
-1,2,1,9,0.146621466
-1,1,1,6,0.146621466
-2,2,0,6,0.146621466
-1,2,1,6,0.146621466
-1,2,2,7,0.15661788
-1,3,1,7,0.15661788
-1,3,1,8,0.15661788
-1,2,1,6,0.15661788
-1,3,1,6,0.15661788
-2,4,1,6,0.15661788
-1,4,1,6,0.15661788
-1,4,0,6,0.166584253
-1,4,1,6,0.166584253
-2,4,1,7,0.166584253
-1,4,1,6,0.166584253
-2,3,0,6,0.166584253
-2,3,0,6,0.166584253
-1,3,0,6,0.166584253
-1,3,0,7,0.166584253
-1,2,1,9,0.176606417
-2,3,0,11,0.176606417
-1,3,0,13,0.176606417
-1,3,0,12,0.176606417
-1,3,0,13,0.176606417
-1,3,-1,13,0.176606417
-1,2,-1,12,0.176606417
-1,1,0,10,0.186602831
-2,0,0,8,0.186602831
-2,0,0,7,0.186602831
2,0,6,-2,0.003624439
1,0,6,-2,0.003624439
2,0,6,-3,0.003624439
1,-1,6,-3,0.003624439
1,-1,6,-2,0.003624439
1,0,6,-3,0.013609648
1,0,10,-3,0.013609648
2,-1,11,-3,0.013609648
1,-1,10,-3,0.013609648
3,0,12,-3,0.013609648
2,0,13,-4,0.013609648
2,0,13,-3,0.013609648
2,0,12,-3,0.023605347
1,-1,11,-3,0.023605347
1,0,9,-3,0.023605347
1,0,7,-3,0.023605347
1,0,6,-3,0.023605347
1,0,8,-2,0.023605347
2,-1,12,-2,0.023605347
3,0,16,-3,0.03360033
1,-1,13,-3,0.03360033
4,-1,6,-3,0.03360033
4,0,7,-3,0.03360033
5,-1,8,-3,0.03360033
5,0,10,-3,0.03360033
5,0,12,-2,0.03360033
5,0,13,-2,0.04356575
5,0,15,-1,0.04356575
4,-1,15,-1,0.04356575
4,0,17,0,0.04356575
3,0,17,0,0.04356575
2,0,12,1,0.04356575
2,0,10,1,0.04356575
0,0,8,3,0.05358696
4,1,8,5,0.05358696
6,3,10,10,0.05358696
6,4,7,11,0.05358696
3,4,1,9,0.05358696
-1,2,-1,6,0.05358696
-2,1,0,6,0.05358696
-1,2,-1,7,0.063584805
-2,1,0,7,0.063584805
-1,2,-1,7,0.063584805
-2,1,-1,7,0.063584805
-1,1,0,7,0.063584805
-1,1,-1,7,0.063584805
-2,1,0,6,0.063584805
-2,1,-1,6,0.063584805
3,0,6,-3,0.006335735
4,-1,6,-3,0.006335735
4,0,6,-3,0.006335735
5,-1,6,-3,0.006335735
6,0,7,-3,0.006335735
7,0,7,-2,0.016118288
9,0,8,-3,0.016118288
10,0,9,-3,0.016118288
12,0,8,-3,0.016118288
14,0,8,-2,0.016118288
17,-1,13,-3,0.016118288
20,0,14,-3,0.016118288
20,-1,18,-2,0.026113033
19,0,12,-3,0.026113033
15,0,11,-3,0.026113033
12,-1,9,-4,0.026113033
9,0,9,-3,0.026113033
7,0,9,-2,0.026113033
5,-1,9,-3,0.026113033
4,0,8,-3,0.036107779
4,-1,7,-3,0.036107779
3,-1,7,-4,0.036107779
3,0,6,-3,0.036107779
3,1,6,-2,0.036107779
4,2,6,-1,0.036107779
6,3,6,1,0.036107779
6,5,5,2,0.046102762
8,5,6,2,0.046102762
9,6,6,2,0.046102762
8,7,7,3,0.046102762
11,8,9,3,0.046102762
14,11,8,2,0.046102762
15,15,9,5,0.046102762
15,15,9,8,0.056097507
12,14,6,9,0.056097507
5,8,1,10,0.056097507
0,8,1,7,0.056097507
0,10,1,1,0.056097507
0,12,1,2,0.056097507
0,13,0,3,0.056097507
-1,16,1,3,0.066092253
0,16,0,4,0.066092253
0,16,0,4,0.066092253
0,16,0,6,0.066092253
0,15,0,5,0.066092253
-1,15,0,7,0.066092253
-1,14,0,7,0.076086521
-1,13,0,8,0.076086521
-1,9,0,8,0.076086521
-1,7,0,8,0.076086521
0,6,-1,9,0.076086521
-1,4,0,9,0.076086521
0,4,-1,9,0.076086521
-1,3,-1,7,0.086081505
0,0,6,-2,0.005705118
0,0,6,-2,0.005705118
1,1,8,-3,0.005705118
1,0,11,-2,0.005705118
1,0,15,-2,0.015563965
1,0,17,-2,0.015563965
2,0,20,-2,0.015563965
1,0,25,-2,0.015563965
1,0,28,-2,0.015563965
2,0,31,-2,0.025554895
1,1,30,-3,0.025554895
1,0,27,-2,0.025554895
0,-1,26,-2,0.025554895
0,0,24,-2,0.025554895
-1,0,22,-3,0.025554895
-1,0,17,-3,0.025554895
-1,-1,6,-3,0.025554895
-1,0,6,-2,0.035550356
0,0,9,-1,0.035550356
0,0,10,0,0.035550356
1,0,10,1,0.035550356
1,0,9,2,0.035550356
2,0,8,3,0.035550356
1,1,9,4,0.045544624
1,2,9,5,0.045544624
2,2,8,6,0.045544624
3,3,9,7,0.045544624
3,5,9,8,0.045544624
2,5,8,11,0.045544624
1,6,4,16,0.045544624
-2,10,1,21,0.045544624
-2,13,0,15,0.05553937
-2,20,1,17,0.05553937
-1,26,1,22,0.05553937
-1,32,0,25,0.05553937
-2,32,0,21,0.05553937
-2,31,0,20,0.05553937
-2,28,0,19,0.065533638
-1,20,0,19,0.065533638
0,18,0,20,0.065533638
-1,16,0,23,0.065533638
-1,14,1,23,0.065533638
-2,16,0,24,0.065533638
-2,17,0,24,0.065533638
-2,19,0,24,0.075536251
-1,20,0,25,0.075536251
-2,21,0,27,0.075536251
-2,22,0,29,0.075536251
-1,23,-1,30,0.075536251
-1,24,0,29,0.075536251
-2,24,0,22,0.075536251
-1,24,0,23,0.085523367
-1,23,0,25,0.085523367
-1,23,0,27,0.085523367
-1,23,0,27,0.085523367
-1,23,-1,29,0.085523367
-1,22,1,28,0.085523367
-1,21,1,26,0.085523367
-1,20,1,24,0.095517635
-1,17,0,22,0.095517635
-1,15,0,22,0.095517635
-1,12,0,23,0.095517635
-1,10,-1,20,0.095517635
-1,7,0,12,0.095517635
-2,5,-1,10,0.095517635
-1,5,-1,6,0.105512381
3,0,6,-2,0.003110647
2,0,9,-2,0.003110647
0,0,10,-2,0.003110647
-1,0,9,-2,0.012927294
6,1,4,-2,0.012927294
7,-1,0,-3,0.012927294
1,-1,6,-3,0.012927294
1,0,6,-2,0.012927294
2,0,7,0,0.012927294
2,0,8,1,0.022879839
4,1,9,1,0.022879839
6,2,8,2,0.022879839
10,3,6,0,0.022879839
11,7,7,-1,0.022879839
9,9,5,1,0.022879839
3,6,0,0,0.032902718
-1,8,0,1,0.032902718
-2,16,0,3,0.032902718
-1,21,-1,4,0.032902718
-1,25,0,6,0.032902718
-1,24,-1,2,0.032902718
-1,12,0,2,0.032902718
-1,7,-1,2,0.042897701
-1,6,-1,2,0.042897701
-1,7,-1,3,0.042897701
-2,7,-1,5,0.042897701
-1,7,-1,6,0.042897701
-1,6,-1,5,0.042897701
-1,6,-1,4,0.042897701
-2,6,-1,3,0.052892923
-1,-1,6,-3,0.005944967
0,-1,7,-3,0.005944967
0,0,9,-3,0.005944967
0,0,10,-2,0.005944967
0,-1,12,-2,0.005944967
-1,0,14,-2,0.005944967
-1,-1,15,1,0.005944967
-1,0,16,4,0.015938759
-1,-1,18,6,0.015938759
-1,-1,14,7,0.015938759
-1,0,14,8,0.015938759
0,0,12,6,0.015938759
0,0,7,6,0.015938759
-1,0,7,5,0.015938759
0,-1,9,6,0.025945902
0,0,11,9,0.025945902
1,0,12,12,0.025945902
0,1,9,15,0.025945902
-1,1,8,17,0.025945902
0,1,6,21,0.025945902
-1,2,1,25,0.035928965
-1,2,2,29,0.035928965
-1,2,1,23,0.035928965
-1,2,0,15,0.035928965
-1,1,1,8,0.035928965
-1,2,1,7,0.035928965
-1,2,0,7,0.035928965
-2,2,0,6,0.035928965
-1,2,1,6,0.045923948
-1,2,1,7,0.045923948
0,2,1,8,0.045923948
-2,3,0,8,0.045923948
-1,2,2,7,0.045923948
-1,2,1,7,0.045923948
-1,2,1,6,0.055917978
-1,1,0,6,0.055917978
1,0,6,-3,0.006845951
1,0,7,-3,0.006845951
2,0,11,-3,0.006845951
4,0,15,-3,0.006845951
6,-1,21,-3,0.006845951
7,-1,27,-3,0.006845951
10,-1,33,-3,0.016619921
13,0,40,-3,0.016619921
16,0,47,-3,0.016619921
18,0,55,-3,0.016619921
20,0,61,-3,0.016619921
22,-1,66,-3,0.016619921
26,0,68,-3,0.016619921
21,0,71,-3,0.026624918
25,0,75,-3,0.026624918
19,0,71,-3,0.026624918
15,-1,64,-3,0.026624918
25,0,63,-3,0.026624918
30,0,50,-3,0.026624918
33,0,41,-3,0.026624918
34,-1,36,-3,0.036633253
31,-1,35,-4,0.036633253
20,-1,8,-4,0.036633253
6,-1,5,-3,0.036633253
0,-1,6,-4,0.036633253
-1,0,7,-3,0.036633253
-1,-1,10,-3,0.036633253
0,-1,13,-1,0.046604633
1,0,14,1,0.046604633
1,0,14,3,0.046604633
1,0,14,4,0.046604633
1,0,12,5,0.046604633
3,0,8,6,0.046604633
2,0,9,6,0.046604633
2,0,9,4,0.056598663
3,0,10,8,0.056598663
3,1,9,11,0.056598663
1,1,7,13,0.056598663
-1,2,3,15,0.056598663
-1,2,2,14,0.056598663
-1,2,2,9,0.066594362
6,0,6,-3,0.00339818
16,0,10,-2,0.005393028
22,0,21,-2,0.006390095
12,0,35,-3,0.009382725
22,0,45,-3,0.010379791
30,0,52,-3,0.012378216
33,0,60,-3,0.013371706
37,0,66,-3,0.015367508
44,0,74,-3,0.016364574
45,-1,83,-2,0.018357992
46,0,92,-3,0.019355297
46,-1,101,-3,0.021350861
40,0,109,-3,0.022347689
44,0,121,-3,0.024342775
46,0,130,-3,0.025339603
52,0,134,-4,0.026336432
54,0,131,-4,0.028332472
56,0,130,-3,0.029329538
58,0,134,-4,0.031324387
60,-1,131,-4,0.032321453
60,-1,125,-3,0.03431654
56,-1,111,-4,0.035398245
48,-1,92,-4,0.035398245
40,-1,50,-4,0.035398245
37,0,22,0,0.035398245
35,0,16,9,0.035398245
33,-1,17,16,0.035398245
32,-1,19,22,0.035398245
30,1,20,28,0.045401096
28,1,20,34,0.045401096
25,3,20,42,0.045401096
21,6,19,51,0.045401096
14,11,17,61,0.045401096
13,26,25,87,0.045401096
19,40,32,106,0.045401096
26,49,43,125,0.055387735
33,61,58,151,0.055387735
46,80,74,171,0.055387735
67,108,91,207,0.055387735
50,182,64,214,0.055387735
4,204,3,222,0.055387735
0,231,2,261,0.055387735
-1,239,1,264,0.065382242
-1,239,2,256,0.065382242
-1,234,1,239,0.065382242
-1,223,1,221,0.065382242
-1,211,1,213,0.065382242
-1,206,1,211,0.065382242
-1,206,1,214,0.065382242
-1,192,1,205,0.075376987
-1,189,1,207,0.075376987
-1,187,1,209,0.075376987
-1,183,2,210,0.075376987
-1,178,1,210,0.075376987
-1,173,1,209,0.075376987
-1,163,1,207,0.085371971
0,151,2,203,0.085371971
0,138,2,197,0.085371971
0,121,2,189,0.085371971
0,101,2,179,0.085371971
-1,83,2,162,0.085371971
-1,63,1,115,0.085371971
-1,17,0,18,0.095366716
-1,0,6,-2,0.003412008
0,0,7,-3,0.00540781
1,0,11,-2,0.008366108
5,0,17,-2,0.011389732
4,0,26,-2,0.014352322
-1,0,35,-2,0.016376972
-2,0,36,-2,0.018369913
1,0,39,-3,0.020365
-1,-1,47,-3,0.022357941
0,1,45,-2,0.024352312
0,0,47,-2,0.025347233
2,0,47,-3,0.026346445
3,0,47,-2,0.027353287
5,0,44,-2,0.02933836
7,0,41,-3,0.030339241
6,0,36,-2,0.031333447
4,0,27,-2,0.032334805
3,0,25,-3,0.034324646
-1,0,17,-3,0.036433697
-3,0,13,-2,0.036433697
-2,0,14,-2,0.036433697
-2,-1,12,-3,0.036433697
-1,-1,13,-3,0.036433697
0,-1,12,-3,0.036433697
0,0,14,-3,0.036433697
-2,-1,11,-3,0.036433697
